id,name,l3,l5,l10,all,season_id,stats_id,position_id,stat_type,position
1,Atlanta Hawks,27.00,24.67,21.38,20.24,25,4,1,PTS,G
2,Boston Celtics,23.29,20.82,18.78,19.08,25,4,1,PTS,G
3,Brooklyn Nets,16.29,15.36,16.61,17.74,25,4,1,PTS,G
4,Charlotte Hornets,24.33,23.45,20.40,19.41,25,4,1,PTS,G
5,Chicago Bulls,15.33,16.50,19.23,18.47,25,4,1,PTS,G
6,Cleveland Cavaliers,23.25,24.00,20.42,17.97,25,4,1,PTS,G
7,Dallas Mavericks,21.29,21.25,22.28,19.39,25,4,1,PTS,G
8,Denver Nuggets,20.80,21.00,19.25,19.28,25,4,1,PTS,G
9,Detroit Pistons,19.25,17.58,17.17,18.00,25,4,1,PTS,G
10,Golden State Warriors,17.67,17.75,18.05,18.88,25,4,1,PTS,G
11,Houston Rockets,18.17,18.67,17.28,16.82,25,4,1,PTS,G
12,Indiana Pacers,14.25,16.27,18.44,18.55,25,4,1,PTS,G
13,LA Clippers,37.00,29.75,23.07,20.55,25,4,1,PTS,G
14,Los Angeles Lakers,20.75,22.29,20.83,18.19,25,4,1,PTS,G
15,Memphis Grizzlies,18.50,20.17,20.92,20.86,25,4,1,PTS,G
16,Miami Heat,19.17,19.90,18.58,19.42,25,4,1,PTS,G
17,Milwaukee Bucks,19.33,20.00,22.18,20.53,25,4,1,PTS,G
18,Minnesota Timberwolves,18.00,16.23,17.00,19.00,25,4,1,PTS,G
19,New Orleans Pelicans,21.75,20.44,18.61,19.56,25,4,1,PTS,G
20,New York Knicks,16.67,19.00,17.82,18.55,25,4,1,PTS,G
21,Oklahoma City Thunder,21.20,21.00,17.25,16.07,25,4,1,PTS,G
22,Orlando Magic,20.60,21.56,21.44,20.35,25,4,1,PTS,G
23,Philadelphia 76ers,20.60,16.90,17.10,18.53,25,4,1,PTS,G
24,Phoenix Suns,19.00,19.40,19.80,19.42,25,4,1,PTS,G
25,Portland Trail Blazers,19.29,23.00,20.31,20.82,25,4,1,PTS,G
26,Sacramento Kings,21.00,23.86,22.93,21.05,25,4,1,PTS,G
27,San Antonio Spurs,25.50,21.09,21.45,20.82,25,4,1,PTS,G
28,Toronto Raptors,15.80,13.78,17.36,16.67,25,4,1,PTS,G
29,Utah Jazz,19.00,22.63,22.00,21.45,25,4,1,PTS,G
30,Washington Wizards,12.33,13.44,16.18,18.07,25,4,1,PTS,G
1,Atlanta Hawks,13.00,15.88,19.15,18.76,25,4,2,PTS,F
2,Boston Celtics,16.00,22.67,21.25,18.22,25,4,2,PTS,F
3,Brooklyn Nets,26.50,22.00,22.77,21.27,25,4,2,PTS,F
4,Charlotte Hornets,19.40,20.83,21.13,21.14,25,4,2,PTS,F
5,Chicago Bulls,21.63,20.40,22.00,21.24,25,4,2,PTS,F
6,Cleveland Cavaliers,19.00,18.50,18.83,20.35,25,4,2,PTS,F
7,Dallas Mavericks,15.17,15.82,16.39,17.93,25,4,2,PTS,F
8,Denver Nuggets,16.67,17.00,16.94,16.74,25,4,2,PTS,F
9,Detroit Pistons,24.00,22.57,20.36,20.34,25,4,2,PTS,F
10,Golden State Warriors,17.67,17.58,17.00,17.58,25,4,2,PTS,F
11,Houston Rockets,14.71,14.60,17.67,17.83,25,4,2,PTS,F
12,Indiana Pacers,19.33,18.20,20.08,19.68,25,4,2,PTS,F
13,LA Clippers,19.29,19.70,19.71,17.88,25,4,2,PTS,F
14,Los Angeles Lakers,16.67,17.89,19.56,19.97,25,4,2,PTS,F
15,Memphis Grizzlies,18.71,17.31,17.25,17.65,25,4,2,PTS,F
16,Miami Heat,16.60,15.00,18.62,18.90,25,4,2,PTS,F
17,Milwaukee Bucks,13.40,15.56,14.95,18.07,25,4,2,PTS,F
18,Minnesota Timberwolves,18.00,19.63,18.50,18.48,25,4,2,PTS,F
19,New Orleans Pelicans,17.33,19.00,21.31,19.83,25,4,2,PTS,F
20,New York Knicks,17.50,19.67,18.86,18.88,25,4,2,PTS,F
21,Oklahoma City Thunder,16.00,16.38,16.17,17.50,25,4,2,PTS,F
22,Orlando Magic,21.33,21.20,17.89,18.79,25,4,2,PTS,F
23,Philadelphia 76ers,19.75,21.43,18.93,19.59,25,4,2,PTS,F
24,Phoenix Suns,15.60,14.50,15.13,16.97,25,4,2,PTS,F
25,Portland Trail Blazers,15.00,14.43,17.14,18.10,25,4,2,PTS,F
26,Sacramento Kings,15.00,14.78,16.38,18.29,25,4,2,PTS,F
27,San Antonio Spurs,18.25,17.91,17.67,17.16,25,4,2,PTS,F
28,Toronto Raptors,15.75,16.00,16.53,18.58,25,4,2,PTS,F
29,Utah Jazz,19.40,18.14,19.57,18.14,25,4,2,PTS,F
30,Washington Wizards,14.25,20.00,19.56,20.00,25,4,2,PTS,F
1,Atlanta Hawks,21.67,21.25,18.14,16.00,25,4,3,PTS,C
2,Boston Celtics,15.25,15.80,14.22,16.47,25,4,3,PTS,C
3,Brooklyn Nets,0.00,16.00,11.67,16.44,25,4,3,PTS,C
4,Charlotte Hornets,10.50,14.75,15.38,15.33,25,4,3,PTS,C
5,Chicago Bulls,10.50,13.00,16.00,16.90,25,4,3,PTS,C
6,Cleveland Cavaliers,18.00,25.50,22.80,17.55,25,4,3,PTS,C
7,Dallas Mavericks,18.25,18.60,19.29,19.83,25,4,3,PTS,C
8,Denver Nuggets,17.00,16.00,17.57,17.00,25,4,3,PTS,C
9,Detroit Pistons,11.50,11.33,13.67,15.00,25,4,3,PTS,C
10,Golden State Warriors,16.00,18.00,17.67,17.00,25,4,3,PTS,C
11,Houston Rockets,0.00,20.00,18.83,17.00,25,4,3,PTS,C
12,Indiana Pacers,16.00,17.40,18.43,17.31,25,4,3,PTS,C
13,LA Clippers,7.33,10.00,16.25,17.82,25,4,3,PTS,C
14,Los Angeles Lakers,12.50,11.50,11.38,10.82,25,4,3,PTS,C
15,Memphis Grizzlies,7.50,10.67,13.50,17.33,25,4,3,PTS,C
16,Miami Heat,14.67,14.50,15.80,15.50,25,4,3,PTS,C
17,Milwaukee Bucks,17.00,17.00,17.00,18.83,25,4,3,PTS,C
18,Minnesota Timberwolves,17.00,17.00,20.33,16.78,25,4,3,PTS,C
19,New Orleans Pelicans,21.00,21.00,23.00,17.83,25,4,3,PTS,C
20,New York Knicks,10.00,10.00,13.50,14.42,25,4,3,PTS,C
21,Oklahoma City Thunder,5.00,5.00,5.00,14.75,25,4,3,PTS,C
22,Orlando Magic,16.00,15.00,15.00,14.83,25,4,3,PTS,C
23,Philadelphia 76ers,11.00,13.50,14.50,17.29,25,4,3,PTS,C
24,Phoenix Suns,26.00,22.00,20.75,18.38,25,4,3,PTS,C
25,Portland Trail Blazers,9.50,9.50,19.50,18.64,25,4,3,PTS,C
26,Sacramento Kings,26.50,27.00,23.80,21.69,25,4,3,PTS,C
27,San Antonio Spurs,18.00,16.67,15.25,19.25,25,4,3,PTS,C
28,Toronto Raptors,10.00,11.33,9.29,12.92,25,4,3,PTS,C
29,Utah Jazz,27.00,27.00,20.17,18.60,25,4,3,PTS,C
30,Washington Wizards,0.00,9.00,15.00,14.40,25,4,3,PTS,C
1,Atlanta Hawks,5.29,4.56,4.43,4.97,25,26,1,REB,G
2,Boston Celtics,4.29,4.82,4.83,4.75,25,26,1,REB,G
3,Brooklyn Nets,5.00,4.45,4.78,4.15,25,26,1,REB,G
4,Charlotte Hornets,4.83,4.55,4.55,4.30,25,26,1,REB,G
5,Chicago Bulls,5.33,5.25,4.38,4.47,25,26,1,REB,G
6,Cleveland Cavaliers,5.00,3.83,3.67,3.73,25,26,1,REB,G
7,Dallas Mavericks,5.14,5.38,5.17,4.97,25,26,1,REB,G
8,Denver Nuggets,2.00,2.78,4.56,4.24,25,26,1,REB,G
9,Detroit Pistons,4.50,4.00,4.25,4.33,25,26,1,REB,G
10,Golden State Warriors,6.83,6.38,5.40,5.08,25,26,1,REB,G
11,Houston Rockets,4.17,3.67,3.72,4.04,25,26,1,REB,G
12,Indiana Pacers,4.13,5.18,4.38,4.29,25,26,1,REB,G
13,LA Clippers,9.00,6.75,5.50,4.69,25,26,1,REB,G
14,Los Angeles Lakers,3.00,3.29,3.67,3.48,25,26,1,REB,G
15,Memphis Grizzlies,5.75,4.83,4.42,4.62,25,26,1,REB,G
16,Miami Heat,4.50,4.20,5.33,6.05,25,26,1,REB,G
17,Milwaukee Bucks,4.50,4.75,5.59,5.21,25,26,1,REB,G
18,Minnesota Timberwolves,2.71,3.85,4.50,4.53,25,26,1,REB,G
19,New Orleans Pelicans,6.50,5.89,4.78,4.26,25,26,1,REB,G
20,New York Knicks,4.00,3.17,3.82,4.18,25,26,1,REB,G
21,Oklahoma City Thunder,5.40,5.00,5.50,5.04,25,26,1,REB,G
22,Orlando Magic,5.40,4.67,4.69,4.62,25,26,1,REB,G
23,Philadelphia 76ers,6.40,5.90,4.95,4.70,25,26,1,REB,G
24,Phoenix Suns,3.67,4.40,4.30,4.19,25,26,1,REB,G
25,Portland Trail Blazers,4.86,4.10,4.00,4.36,25,26,1,REB,G
26,Sacramento Kings,4.50,4.43,4.36,4.54,25,26,1,REB,G
27,San Antonio Spurs,3.50,4.09,4.68,4.47,25,26,1,REB,G
28,Toronto Raptors,5.60,5.33,4.86,4.43,25,26,1,REB,G
29,Utah Jazz,6.40,6.88,5.63,4.91,25,26,1,REB,G
30,Washington Wizards,5.67,4.78,5.53,4.76,25,26,1,REB,G
1,Atlanta Hawks,6.00,6.25,6.00,6.72,25,26,2,REB,F
2,Boston Celtics,9.00,6.67,6.25,6.65,25,26,2,REB,F
3,Brooklyn Nets,8.00,7.40,7.23,6.96,25,26,2,REB,F
4,Charlotte Hornets,7.00,7.17,6.80,5.86,25,26,2,REB,F
5,Chicago Bulls,6.38,7.40,7.62,7.55,25,26,2,REB,F
6,Cleveland Cavaliers,9.14,8.30,7.17,7.56,25,26,2,REB,F
7,Dallas Mavericks,5.17,5.36,6.00,6.34,25,26,2,REB,F
8,Denver Nuggets,6.00,6.60,5.35,5.35,25,26,2,REB,F
9,Detroit Pistons,6.20,6.14,6.36,5.90,25,26,2,REB,F
10,Golden State Warriors,5.33,5.50,6.29,5.86,25,26,2,REB,F
11,Houston Rockets,6.29,6.30,5.95,6.03,25,26,2,REB,F
12,Indiana Pacers,9.67,7.80,6.92,7.84,25,26,2,REB,F
13,LA Clippers,5.29,4.50,5.76,5.36,25,26,2,REB,F
14,Los Angeles Lakers,6.50,6.22,6.63,6.60,25,26,2,REB,F
15,Memphis Grizzlies,4.57,5.23,5.50,5.86,25,26,2,REB,F
16,Miami Heat,7.80,7.17,7.15,7.42,25,26,2,REB,F
17,Milwaukee Bucks,4.80,4.44,5.16,6.52,25,26,2,REB,F
18,Minnesota Timberwolves,6.50,6.38,6.63,6.82,25,26,2,REB,F
19,New Orleans Pelicans,6.00,6.75,6.56,7.00,25,26,2,REB,F
20,New York Knicks,5.50,5.11,5.23,5.00,25,26,2,REB,F
21,Oklahoma City Thunder,8.14,7.88,6.75,7.26,25,26,2,REB,F
22,Orlando Magic,5.00,6.00,5.72,6.03,25,26,2,REB,F
23,Philadelphia 76ers,6.75,5.14,5.00,5.89,25,26,2,REB,F
24,Phoenix Suns,5.40,6.13,5.63,5.94,25,26,2,REB,F
25,Portland Trail Blazers,8.25,6.86,6.07,6.32,25,26,2,REB,F
26,Sacramento Kings,5.40,6.33,6.23,6.00,25,26,2,REB,F
27,San Antonio Spurs,5.38,5.91,6.17,6.03,25,26,2,REB,F
28,Toronto Raptors,5.25,4.75,5.12,6.37,25,26,2,REB,F
29,Utah Jazz,6.20,6.14,6.64,6.39,25,26,2,REB,F
30,Washington Wizards,5.00,6.38,6.63,6.89,25,26,2,REB,F
1,Atlanta Hawks,9.67,9.50,8.57,9.36,25,26,3,REB,C
2,Boston Celtics,11.50,11.40,10.78,10.67,25,26,3,REB,C
3,Brooklyn Nets,0.00,12.00,9.00,9.44,25,26,3,REB,C
4,Charlotte Hornets,12.50,10.25,8.38,8.33,25,26,3,REB,C
5,Chicago Bulls,9.50,8.67,13.17,11.80,25,26,3,REB,C
6,Cleveland Cavaliers,7.00,12.50,10.00,9.73,25,26,3,REB,C
7,Dallas Mavericks,10.75,10.00,10.00,9.67,25,26,3,REB,C
8,Denver Nuggets,9.00,7.67,8.00,7.38,25,26,3,REB,C
9,Detroit Pistons,10.50,8.33,8.67,9.69,25,26,3,REB,C
10,Golden State Warriors,6.00,6.50,8.33,9.00,25,26,3,REB,C
11,Houston Rockets,0.00,7.67,7.67,7.86,25,26,3,REB,C
12,Indiana Pacers,8.33,9.80,10.71,11.08,25,26,3,REB,C
13,LA Clippers,9.33,9.50,10.50,9.91,25,26,3,REB,C
14,Los Angeles Lakers,8.50,9.25,8.75,8.27,25,26,3,REB,C
15,Memphis Grizzlies,9.00,9.33,10.25,10.89,25,26,3,REB,C
16,Miami Heat,9.00,12.75,12.20,11.30,25,26,3,REB,C
17,Milwaukee Bucks,11.00,11.00,9.00,8.67,25,26,3,REB,C
18,Minnesota Timberwolves,12.50,12.50,12.00,10.33,25,26,3,REB,C
19,New Orleans Pelicans,15.00,15.00,14.00,12.67,25,26,3,REB,C
20,New York Knicks,3.00,3.00,8.75,8.83,25,26,3,REB,C
21,Oklahoma City Thunder,12.00,12.00,12.00,12.00,25,26,3,REB,C
22,Orlando Magic,12.00,15.50,11.40,9.75,25,26,3,REB,C
23,Philadelphia 76ers,9.50,10.50,11.13,10.14,25,26,3,REB,C
24,Phoenix Suns,9.00,7.00,7.50,10.38,25,26,3,REB,C
25,Portland Trail Blazers,10.00,10.00,8.50,9.21,25,26,3,REB,C
26,Sacramento Kings,16.50,14.75,13.40,13.23,25,26,3,REB,C
27,San Antonio Spurs,7.00,8.33,8.25,8.50,25,26,3,REB,C
28,Toronto Raptors,6.00,7.33,8.43,7.83,25,26,3,REB,C
29,Utah Jazz,4.00,4.00,9.83,10.70,25,26,3,REB,C
30,Washington Wizards,0.00,15.00,12.33,11.40,25,26,3,REB,C
1,Atlanta Hawks,5.00,4.78,4.95,5.15,25,5,1,AST,G
2,Boston Celtics,5.43,5.18,5.17,5.19,25,5,1,AST,G
3,Brooklyn Nets,4.86,4.55,4.56,4.94,25,5,1,AST,G
4,Charlotte Hornets,6.00,5.36,5.00,5.19,25,5,1,AST,G
5,Chicago Bulls,7.33,6.75,6.00,5.13,25,5,1,AST,G
6,Cleveland Cavaliers,5.00,5.67,4.92,5.00,25,5,1,AST,G
7,Dallas Mavericks,5.29,4.88,5.17,5.45,25,5,1,AST,G
8,Denver Nuggets,5.40,5.22,5.06,5.52,25,5,1,AST,G
9,Detroit Pistons,3.13,3.75,3.75,4.10,25,5,1,AST,G
10,Golden State Warriors,4.00,4.13,4.80,5.45,25,5,1,AST,G
11,Houston Rockets,2.33,3.11,3.89,4.71,25,5,1,AST,G
12,Indiana Pacers,3.13,3.27,3.94,3.68,25,5,1,AST,G
13,LA Clippers,8.00,7.50,5.29,5.69,25,5,1,AST,G
14,Los Angeles Lakers,4.75,5.71,6.42,5.81,25,5,1,AST,G
15,Memphis Grizzlies,5.25,5.50,6.08,4.86,25,5,1,AST,G
16,Miami Heat,5.00,5.20,5.13,5.68,25,5,1,AST,G
17,Milwaukee Bucks,6.00,6.00,5.94,5.21,25,5,1,AST,G
18,Minnesota Timberwolves,3.57,4.00,4.73,5.11,25,5,1,AST,G
19,New Orleans Pelicans,9.50,6.44,6.50,6.24,25,5,1,AST,G
20,New York Knicks,5.00,4.17,5.45,5.59,25,5,1,AST,G
21,Oklahoma City Thunder,3.80,4.50,4.25,4.50,25,5,1,AST,G
22,Orlando Magic,6.20,6.33,5.25,5.82,25,5,1,AST,G
23,Philadelphia 76ers,6.40,6.80,5.62,5.13,25,5,1,AST,G
24,Phoenix Suns,3.33,3.40,4.45,4.81,25,5,1,AST,G
25,Portland Trail Blazers,4.29,4.40,5.13,4.96,25,5,1,AST,G
26,Sacramento Kings,5.25,5.00,5.14,5.23,25,5,1,AST,G
27,San Antonio Spurs,4.50,4.27,4.55,4.71,25,5,1,AST,G
28,Toronto Raptors,5.00,5.11,5.14,4.90,25,5,1,AST,G
29,Utah Jazz,7.00,6.88,6.05,6.42,25,5,1,AST,G
30,Washington Wizards,5.67,5.44,5.29,5.38,25,5,1,AST,G
1,Atlanta Hawks,5.00,4.38,3.77,3.62,25,5,2,AST,F
2,Boston Celtics,6.00,2.67,2.13,2.57,25,5,2,AST,F
3,Brooklyn Nets,3.50,3.80,3.92,4.19,25,5,2,AST,F
4,Charlotte Hornets,3.60,4.83,5.27,4.64,25,5,2,AST,F
5,Chicago Bulls,3.50,3.60,3.48,3.82,25,5,2,AST,F
6,Cleveland Cavaliers,4.86,4.00,4.11,4.00,25,5,2,AST,F
7,Dallas Mavericks,2.67,2.55,3.00,2.73,25,5,2,AST,F
8,Denver Nuggets,3.50,3.30,3.41,3.15,25,5,2,AST,F
9,Detroit Pistons,3.40,3.00,3.21,2.86,25,5,2,AST,F
10,Golden State Warriors,2.67,3.58,3.43,2.89,25,5,2,AST,F
11,Houston Rockets,3.00,2.70,2.86,2.87,25,5,2,AST,F
12,Indiana Pacers,2.00,2.20,3.00,3.40,25,5,2,AST,F
13,LA Clippers,2.29,2.30,2.06,2.82,25,5,2,AST,F
14,Los Angeles Lakers,3.67,3.22,3.69,3.51,25,5,2,AST,F
15,Memphis Grizzlies,2.43,2.46,2.65,3.14,25,5,2,AST,F
16,Miami Heat,3.00,3.00,3.31,3.16,25,5,2,AST,F
17,Milwaukee Bucks,3.00,3.22,2.79,3.33,25,5,2,AST,F
18,Minnesota Timberwolves,3.25,2.63,2.75,2.76,25,5,2,AST,F
19,New Orleans Pelicans,3.50,4.25,3.63,3.17,25,5,2,AST,F
20,New York Knicks,3.67,4.00,3.68,3.24,25,5,2,AST,F
21,Oklahoma City Thunder,3.71,3.63,3.33,3.29,25,5,2,AST,F
22,Orlando Magic,3.67,3.20,3.33,3.17,25,5,2,AST,F
23,Philadelphia 76ers,2.75,3.29,3.43,3.81,25,5,2,AST,F
