name,gameID,playerID,firstName,lastName,team,opponent,logo,playerLink,caesars_pts,caesars_ptsUnder,caesars_ptsOver,draftkings_pts,draftkings_ptsUnder,draftkings_ptsOver,fanduel_pts,fanduel_ptsUnder,fanduel_ptsOver,hardrock_pts,hardrock_ptsUnder,hardrock_ptsOver,mgm_pts,mgm_ptsUnder,mgm_ptsOver,betrivers_pts,betrivers_ptsUnder,betrivers_ptsOver,espnbet_pts,espnbet_ptsUnder,espnbet_ptsOver,draftkings_reb,draftkings_rebUnder,draftkings_rebOver,fanduel_reb,fanduel_rebUnder,fanduel_rebOver,hardrock_reb,hardrock_rebUnder,hardrock_rebOver,mgm_reb,mgm_rebUnder,mgm_rebOver,betrivers_reb,betrivers_rebUnder,betrivers_rebOver,caesars_reb,caesars_rebUnder,caesars_rebOver,espnbet_reb,espnbet_rebUnder,espnbet_rebOver,caesars_ast,caesars_astUnder,caesars_astOver,draftkings_ast,draftkings_astUnder,draftkings_astOver,fanduel_ast,fanduel_astUnder,fanduel_astOver,hardrock_ast,hardrock_astUnder,hardrock_astOver,mgm_ast,mgm_astUnder,mgm_astOver,betrivers_ast,betrivers_astUnder,betrivers_astOver,espnbet_ast,espnbet_astUnder,espnbet_astOver,caesars_threes,caesars_threesUnder,caesars_threesOver,draftkings_threes,draftkings_threesUnder,draftkings_threesOver,fanduel_threes,fanduel_threesUnder,fanduel_threesOver,hardrock_threes,hardrock_threesUnder,hardrock_threesOver,mgm_threes,mgm_threesUnder,mgm_threesOver,betrivers_threes,betrivers_threesUnder,betrivers_threesOver,espnbet_threes,espnbet_threesUnder,espnbet_threesOver,fanduel_blk,fanduel_blkUnder,fanduel_blkOver,hardrock_blk,hardrock_blkUnder,hardrock_blkOver,mgm_blk,mgm_blkUnder,mgm_blkOver,draftkings_blk,draftkings_blkUnder,draftkings_blkOver,betrivers_blk,betrivers_blkUnder,betrivers_blkOver,caesars_blk,caesars_blkUnder,caesars_blkOver,espnbet_blk,espnbet_blkUnder,espnbet_blkOver,fanduel_stl,fanduel_stlUnder,fanduel_stlOver,hardrock_stl,hardrock_stlUnder,hardrock_stlOver,mgm_stl,mgm_stlUnder,mgm_stlOver,draftkings_stl,draftkings_stlUnder,draftkings_stlOver,betrivers_stl,betrivers_stlUnder,betrivers_stlOver,caesars_stl,caesars_stlUnder,caesars_stlOver,espnbet_stl,espnbet_stlUnder,espnbet_stlOver,hardrock_turnovers,hardrock_turnoversUnder,hardrock_turnoversOver,mgm_turnovers,mgm_turnoversUnder,mgm_turnoversOver,draftkings_turnovers,draftkings_turnoversUnder,draftkings_turnoversOver,fanduel_turnovers,fanduel_turnoversUnder,fanduel_turnoversOver,betrivers_turnovers,betrivers_turnoversUnder,betrivers_turnoversOver,caesars_turnovers,caesars_turnoversUnder,caesars_turnoversOver,espnbet_turnovers,espnbet_turnoversUnder,espnbet_turnoversOver,draftkings_ptsrebast,draftkings_ptsrebastUnder,draftkings_ptsrebastOver,fanduel_ptsrebast,fanduel_ptsrebastUnder,fanduel_ptsrebastOver,hardrock_ptsrebast,hardrock_ptsrebastUnder,hardrock_ptsrebastOver,mgm_ptsrebast,mgm_ptsrebastUnder,mgm_ptsrebastOver,betrivers_ptsrebast,betrivers_ptsrebastUnder,betrivers_ptsrebastOver,caesars_ptsrebast,caesars_ptsrebastUnder,caesars_ptsrebastOver,espnbet_ptsrebast,espnbet_ptsrebastUnder,espnbet_ptsrebastOver,draftkings_ptsreb,draftkings_ptsrebUnder,draftkings_ptsrebOver,fanduel_ptsreb,fanduel_ptsrebUnder,fanduel_ptsrebOver,hardrock_ptsreb,hardrock_ptsrebUnder,hardrock_ptsrebOver,mgm_ptsreb,mgm_ptsrebUnder,mgm_ptsrebOver,betrivers_ptsreb,betrivers_ptsrebUnder,betrivers_ptsrebOver,caesars_ptsreb,caesars_ptsrebUnder,caesars_ptsrebOver,espnbet_ptsreb,espnbet_ptsrebUnder,espnbet_ptsrebOver,caesars_ptsast,caesars_ptsastUnder,caesars_ptsastOver,draftkings_ptsast,draftkings_ptsastUnder,draftkings_ptsastOver,fanduel_ptsast,fanduel_ptsastUnder,fanduel_ptsastOver,hardrock_ptsast,hardrock_ptsastUnder,hardrock_ptsastOver,mgm_ptsast,mgm_ptsastUnder,mgm_ptsastOver,betrivers_ptsast,betrivers_ptsastUnder,betrivers_ptsastOver,espnbet_ptsast,espnbet_ptsastUnder,espnbet_ptsastOver,caesars_rebast,caesars_rebastUnder,caesars_rebastOver,draftkings_rebast,draftkings_rebastUnder,draftkings_rebastOver,fanduel_rebast,fanduel_rebastUnder,fanduel_rebastOver,hardrock_rebast,hardrock_rebastUnder,hardrock_rebastOver,mgm_rebast,mgm_rebastUnder,mgm_rebastOver,betrivers_rebast,betrivers_rebastUnder,betrivers_rebastOver,espnbet_rebast,espnbet_rebastUnder,espnbet_rebastOver,hardrock_stlblk,hardrock_stlblkUnder,hardrock_stlblkOver,mgm_stlblk,mgm_stlblkUnder,mgm_stlblkOver,draftkings_stlblk,draftkings_stlblkUnder,draftkings_stlblkOver,fanduel_stlblk,fanduel_stlblkUnder,fanduel_stlblkOver,betrivers_stlblk,betrivers_stlblkUnder,betrivers_stlblkOver,caesars_stlblk,caesars_stlblkUnder,caesars_stlblkOver,espnbet_stlblk,espnbet_stlblkUnder,espnbet_stlblkOver,asof_date,game_date,book
Taurean Prince,2914150,3858,Taurean,Prince,MIL,CHI,https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=7,/betting/nba/player/taurean-prince-odds-3858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Day'Ron Sharpe,2914140,5418,Day'Ron,Sharpe,BKN,DET,https://content.rotowire.com/images/teamlogo/basketball/100BKN.png?v=7,/betting/nba/player/dayron-sharpe-odds-5418,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Dru Smith,2914145,5352,Dru,Smith,MIA,CHA,https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7,/betting/nba/player/dru-smith-odds-5352,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Jonas Valanciunas,2914154,3190,Jonas,Valanciunas,DEN,GSW,https://content.rotowire.com/images/teamlogo/basketball/100DEN.png?v=7,/betting/nba/player/jonas-valanciunas-odds-3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Peyton Watson,2914154,5722,Peyton,Watson,DEN,GSW,https://content.rotowire.com/images/teamlogo/basketball/100DEN.png?v=7,/betting/nba/player/peyton-watson-odds-5722,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Jaylin Williams,2914156,5690,Jaylin,Williams,OKC,@SAC,https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7,/betting/nba/player/jaylin-williams-odds-5690,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Shai Gilgeous-Alexander,2914156,4387,Shai,Gilgeous-Alexander,OKC,@SAC,https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7,/betting/nba/player/shai-gilgeous-alexander-odds-4387,32.5,,,33.5,,,31.5,,,32.5,,,,,,,,,,,,4.5,,,5.5,,,4.5,,,,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,45.5,,,44.5,,,44.5,,,,,,,,,44.5,,,,,,38.5,,,37.5,,,37.5,,,,,,,,,37.5,,,,,,39.5,,,40.5,,,38.5,,,39.5,,,,,,,,,,,,11.5,,,11.5,,,12.5,,,11.5,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Giannis Antetokounmpo,2914150,3456,Giannis,Antetokounmpo,MIL,CHI,https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=7,/betting/nba/player/giannis-antetokounmpo-odds-3456,,,,32.5,,,32.5,,,32.5,,,,,,,,,,,,12.5,,,12.5,,,11.5,,,,,,,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,52.5,,,52.5,,,51.5,,,,,,,,,,,,,,,45.5,,,45.5,,,44.5,,,,,,,,,,,,,,,,,,39.5,,,39.5,,,39.5,,,,,,,,,,,,,,,19.5,,,19.5,,,18.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Cade Cunningham,2914140,5336,Cade,Cunningham,DET,@BKN,https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7,/betting/nba/player/cade-cunningham-odds-5336,28.5,,,28.5,,,28.5,,,28.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,,,,,,,5.5,,,,,,10.5,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,44.5,,,43.5,,,44.5,,,,,,,,,44.5,,,,,,34.5,,,33.5,,,34.5,,,,,,,,,34.5,,,,,,38.5,,,38.5,,,37.5,,,39.5,,,,,,,,,,,,15.5,,,15.5,,,15.5,,,15.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Nikola Jokic,2914154,3612,Nikola,Jokic,DEN,GSW,https://content.rotowire.com/images/teamlogo/basketball/100DEN.png?v=7,/betting/nba/player/nikola-jokic-odds-3612,27.5,,,27.5,,,27.5,,,26.5,,,,,,,,,,,,12.5,,,12.5,,,12.5,,,,,,,,,12.5,,,,,,10.5,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,50.5,,,50.5,,,50.5,,,,,,,,,50.5,,,,,,39.5,,,39.5,,,39.5,,,,,,,,,39.5,,,,,,37.5,,,37.5,,,37.5,,,37.5,,,,,,,,,,,,22.5,,,22.5,,,23.5,,,22.5,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Donovan Mitchell,2914137,4166,Donovan,Mitchell,CLE,@WAS,https://content.rotowire.com/images/teamlogo/basketball/100CLE.png?v=7,/betting/nba/player/donovan-mitchell-odds-4166,26.5,,,27.5,,,26.5,,,26.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,,,,,,,4.5,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,1.5,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,37.5,,,36.5,,,36.5,,,,,,,,,36.5,,,,,,31.5,,,30.5,,,30.5,,,,,,,,,31.5,,,,,,32.5,,,32.5,,,32.5,,,31.5,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,9.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Victor Wembanyama,2914143,5809,Victor,Wembanyama,SAS,HOU,https://content.rotowire.com/images/teamlogo/basketball/100SAS.png?v=7,/betting/nba/player/victor-wembanyama-odds-5809,25.5,,,25.5,,,25.5,,,26.5,,,,,,,,,,,,11.5,,,11.5,,,10.5,,,,,,,,,11.5,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,1.5,,,1.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,39.5,,,40.5,,,41.5,,,,,,,,,40.5,,,,,,36.5,,,37.5,,,37.5,,,,,,,,,36.5,,,,,,29.5,,,28.5,,,29.5,,,30.5,,,,,,,,,,,,14.5,,,14.5,,,14.5,,,14.5,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Jaylen Brown,2914135,3894,Jaylen,Brown,BOS,@ORL,https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=7,/betting/nba/player/jaylen-brown-odds-3894,25.5,,,25.5,,,25.5,,,25.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,,,,,,,5.5,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,0.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,35.5,,,35.5,,,35.5,,,,,,,,,34.5,,,,,,31.5,,,31.5,,,31.5,,,,,,,,,29.5,,,,,,29.5,,,30.5,,,30.5,,,30.5,,,,,,,,,,,,,,,10.5,,,9.5,,,9.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Kevin Durant,2914143,2811,Kevin,Durant,HOU,@SAS,https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7,/betting/nba/player/kevin-durant-odds-2811,24.5,,,24.5,,,25.5,,,25.5,,,,,,,,,,,,5.5,,,5.5,,,4.5,,,,,,,,,5.5,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,,,,,,,33.5,,,,,,30.5,,,30.5,,,30.5,,,,,,,,,30.5,,,,,,28.5,,,28.5,,,28.5,,,28.5,,,,,,,,,,,,8.5,,,8.5,,,8.5,,,8.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Anthony Edwards,2914152,5110,Anthony,Edwards,MIN,UTA,https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=7,/betting/nba/player/anthony-edwards-odds-5110,25.5,,,25.5,,,25.5,,,25.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,,,,,,,5.5,,,,,,4.5,,,4.5,,,4.5,,,5.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,36.5,,,36.5,,,37.5,,,,,,,,,36.5,,,,,,31.5,,,31.5,,,31.5,,,,,,,,,31.5,,,,,,31.5,,,30.5,,,31.5,,,31.5,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,11.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Paolo Banchero,2914135,5700,Paolo,Banchero,ORL,BOS,https://content.rotowire.com/images/teamlogo/basketball/100ORL.png?v=7,/betting/nba/player/paolo-banchero-odds-5700,24.5,,,23.5,,,23.5,,,24.5,,,,,,,,,,,,8.5,,,7.5,,,8.5,,,,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,37.5,,,35.5,,,36.5,,,,,,,,,,,,,,,32.5,,,31.5,,,32.5,,,,,,,,,32.5,,,,,,28.5,,,28.5,,,27.5,,,28.5,,,,,,,,,,,,,,,12.5,,,12.5,,,12.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Lauri Markkanen,2914152,4119,Lauri,Markkanen,UTA,@MIN,https://content.rotowire.com/images/teamlogo/basketball/100UTA.png?v=7,/betting/nba/player/lauri-markkanen-odds-4119,24.5,,,24.5,,,24.5,,,24.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,,,,,,,,,,,,,,,30.5,,,30.5,,,30.5,,,,,,,,,30.5,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
LaMelo Ball,2914145,5151,LaMelo,Ball,CHA,@MIA,https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7,/betting/nba/player/lamelo-ball-odds-5151,23.5,,,23.5,,,23.5,,,22.5,,,,,,,,,,,,6.5,,,5.5,,,6.5,,,,,,,,,6.5,,,,,,8.5,,,8.5,,,8.5,,,8.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,38.5,,,37.5,,,37.5,,,,,,,,,37.5,,,,,,29.5,,,29.5,,,29.5,,,,,,,,,29.5,,,,,,31.5,,,31.5,,,31.5,,,31.5,,,,,,,,,,,,14.5,,,14.5,,,14.5,,,14.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Ja Morant,2914148,4761,Ja,Morant,MEM,DAL,https://content.rotowire.com/images/teamlogo/basketball/100MEM.png?v=7,/betting/nba/player/ja-morant-odds-4761,22.5,,,23.5,,,22.5,,,21.5,,,,,,,,,,,,4.5,,,4.5,,,5.5,,,,,,,,,4.5,,,,,,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,0.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,35.5,,,35.5,,,35.5,,,,,,,,,35.5,,,,,,27.5,,,27.5,,,27.5,,,,,,,,,27.5,,,,,,30.5,,,30.5,,,30.5,,,30.5,,,,,,,,,,,,12.5,,,12.5,,,12.5,,,13.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Norman Powell,2914145,3726,Norman,Powell,MIA,CHA,https://content.rotowire.com/images/teamlogo/basketball/100MIA.png?v=7,/betting/nba/player/norman-powell-odds-3726,23.5,,,23.5,,,23.5,,,23.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,29.5,,,,,,28.5,,,,,,,,,29.5,,,,,,27.5,,,26.5,,,26.5,,,,,,,,,26.5,,,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Julius Randle,2914152,3574,Julius,Randle,MIN,UTA,https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=7,/betting/nba/player/julius-randle-odds-3574,23.5,,,22.5,,,23.5,,,23.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,,,,,,,6.5,,,,,,5.5,,,4.5,,,5.5,,,5.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,34.5,,,35.5,,,36.5,,,,,,,,,35.5,,,,,,29.5,,,29.5,,,30.5,,,,,,,,,29.5,,,,,,28.5,,,27.5,,,28.5,,,29.5,,,,,,,,,,,,11.5,,,11.5,,,12.5,,,12.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Josh Giddey,2914150,5366,Josh,Giddey,CHI,@MIL,https://content.rotowire.com/images/teamlogo/basketball/100CHI.png?v=7,/betting/nba/player/josh-giddey-odds-5366,,,,21.5,,,21.5,,,22.5,,,,,,,,,,,,9.5,,,8.5,,,8.5,,,,,,,,,,,,,,,,,,8.5,,,8.5,,,8.5,,,,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,40.5,,,39.5,,,40.5,,,,,,,,,,,,,,,31.5,,,30.5,,,31.5,,,,,,,,,,,,,,,,,,30.5,,,30.5,,,31.5,,,,,,,,,,,,,,,18.5,,,17.5,,,18.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Zach LaVine,2914156,3597,Zach,LaVine,SAC,OKC,https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7,/betting/nba/player/zach-lavine-odds-3597,22.5,,,21.5,,,22.5,,,20.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,,,,,,,3.5,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,28.5,,,29.5,,,27.5,,,,,,,,,29.5,,,,,,26.5,,,25.5,,,24.5,,,,,,,,,26.5,,,,,,24.5,,,24.5,,,25.5,,,23.5,,,,,,,,,,,,,,,6.5,,,6.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Miles Bridges,2914145,4383,Miles,Bridges,CHA,@MIA,https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7,/betting/nba/player/miles-bridges-odds-4383,21.5,,,21.5,,,21.5,,,21.5,,,,,,,,,,,,7.5,,,7.5,,,7.5,,,,,,,,,7.5,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,2.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,,,,,,,33.5,,,,,,29.5,,,29.5,,,29.5,,,,,,,,,29.5,,,,,,25.5,,,25.5,,,25.5,,,25.5,,,,,,,,,,,,11.5,,,11.5,,,11.5,,,11.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
Jalen Johnson,2914139,5329,Jalen,Johnson,ATL,TOR,https://content.rotowire.com/images/teamlogo/basketball/100ATL.png?v=7,/betting/nba/player/jalen-johnson-odds-5329,,,,21.5,,,21.5,,,20.5,,,,,,,,,,,,8.5,,,8.5,,,8.5,,,,,,,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,1.5,,,1.5,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,36.5,,,35.5,,,35.5,,,,,,,,,,,,,,,30.5,,,29.5,,,29.5,,,,,,,,,,,,,,,,,,27.5,,,26.5,,,26.5,,,,,,,,,,,,,,,14.5,,,14.5,,,14.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-07,2025-11-07,mgm
