name,gameID,playerID,firstName,lastName,team,opponent,logo,playerLink,caesars_pts,caesars_ptsUnder,caesars_ptsOver,draftkings_pts,draftkings_ptsUnder,draftkings_ptsOver,fanduel_pts,fanduel_ptsUnder,fanduel_ptsOver,hardrock_pts,hardrock_ptsUnder,hardrock_ptsOver,mgm_pts,mgm_ptsUnder,mgm_ptsOver,betrivers_pts,betrivers_ptsUnder,betrivers_ptsOver,espnbet_pts,espnbet_ptsUnder,espnbet_ptsOver,caesars_reb,caesars_rebUnder,caesars_rebOver,draftkings_reb,draftkings_rebUnder,draftkings_rebOver,fanduel_reb,fanduel_rebUnder,fanduel_rebOver,hardrock_reb,hardrock_rebUnder,hardrock_rebOver,mgm_reb,mgm_rebUnder,mgm_rebOver,betrivers_reb,betrivers_rebUnder,betrivers_rebOver,espnbet_reb,espnbet_rebUnder,espnbet_rebOver,caesars_ast,caesars_astUnder,caesars_astOver,draftkings_ast,draftkings_astUnder,draftkings_astOver,fanduel_ast,fanduel_astUnder,fanduel_astOver,hardrock_ast,hardrock_astUnder,hardrock_astOver,mgm_ast,mgm_astUnder,mgm_astOver,betrivers_ast,betrivers_astUnder,betrivers_astOver,espnbet_ast,espnbet_astUnder,espnbet_astOver,caesars_threes,caesars_threesUnder,caesars_threesOver,draftkings_threes,draftkings_threesUnder,draftkings_threesOver,hardrock_threes,hardrock_threesUnder,hardrock_threesOver,mgm_threes,mgm_threesUnder,mgm_threesOver,fanduel_threes,fanduel_threesUnder,fanduel_threesOver,betrivers_threes,betrivers_threesUnder,betrivers_threesOver,espnbet_threes,espnbet_threesUnder,espnbet_threesOver,hardrock_blk,hardrock_blkUnder,hardrock_blkOver,mgm_blk,mgm_blkUnder,mgm_blkOver,draftkings_blk,draftkings_blkUnder,draftkings_blkOver,fanduel_blk,fanduel_blkUnder,fanduel_blkOver,betrivers_blk,betrivers_blkUnder,betrivers_blkOver,caesars_blk,caesars_blkUnder,caesars_blkOver,espnbet_blk,espnbet_blkUnder,espnbet_blkOver,hardrock_stl,hardrock_stlUnder,hardrock_stlOver,mgm_stl,mgm_stlUnder,mgm_stlOver,draftkings_stl,draftkings_stlUnder,draftkings_stlOver,fanduel_stl,fanduel_stlUnder,fanduel_stlOver,betrivers_stl,betrivers_stlUnder,betrivers_stlOver,caesars_stl,caesars_stlUnder,caesars_stlOver,espnbet_stl,espnbet_stlUnder,espnbet_stlOver,hardrock_turnovers,hardrock_turnoversUnder,hardrock_turnoversOver,mgm_turnovers,mgm_turnoversUnder,mgm_turnoversOver,draftkings_turnovers,draftkings_turnoversUnder,draftkings_turnoversOver,fanduel_turnovers,fanduel_turnoversUnder,fanduel_turnoversOver,betrivers_turnovers,betrivers_turnoversUnder,betrivers_turnoversOver,caesars_turnovers,caesars_turnoversUnder,caesars_turnoversOver,espnbet_turnovers,espnbet_turnoversUnder,espnbet_turnoversOver,caesars_ptsrebast,caesars_ptsrebastUnder,caesars_ptsrebastOver,draftkings_ptsrebast,draftkings_ptsrebastUnder,draftkings_ptsrebastOver,fanduel_ptsrebast,fanduel_ptsrebastUnder,fanduel_ptsrebastOver,hardrock_ptsrebast,hardrock_ptsrebastUnder,hardrock_ptsrebastOver,mgm_ptsrebast,mgm_ptsrebastUnder,mgm_ptsrebastOver,betrivers_ptsrebast,betrivers_ptsrebastUnder,betrivers_ptsrebastOver,espnbet_ptsrebast,espnbet_ptsrebastUnder,espnbet_ptsrebastOver,caesars_ptsreb,caesars_ptsrebUnder,caesars_ptsrebOver,draftkings_ptsreb,draftkings_ptsrebUnder,draftkings_ptsrebOver,fanduel_ptsreb,fanduel_ptsrebUnder,fanduel_ptsrebOver,hardrock_ptsreb,hardrock_ptsrebUnder,hardrock_ptsrebOver,mgm_ptsreb,mgm_ptsrebUnder,mgm_ptsrebOver,betrivers_ptsreb,betrivers_ptsrebUnder,betrivers_ptsrebOver,espnbet_ptsreb,espnbet_ptsrebUnder,espnbet_ptsrebOver,caesars_ptsast,caesars_ptsastUnder,caesars_ptsastOver,draftkings_ptsast,draftkings_ptsastUnder,draftkings_ptsastOver,fanduel_ptsast,fanduel_ptsastUnder,fanduel_ptsastOver,hardrock_ptsast,hardrock_ptsastUnder,hardrock_ptsastOver,mgm_ptsast,mgm_ptsastUnder,mgm_ptsastOver,betrivers_ptsast,betrivers_ptsastUnder,betrivers_ptsastOver,espnbet_ptsast,espnbet_ptsastUnder,espnbet_ptsastOver,caesars_rebast,caesars_rebastUnder,caesars_rebastOver,draftkings_rebast,draftkings_rebastUnder,draftkings_rebastOver,hardrock_rebast,hardrock_rebastUnder,hardrock_rebastOver,mgm_rebast,mgm_rebastUnder,mgm_rebastOver,fanduel_rebast,fanduel_rebastUnder,fanduel_rebastOver,betrivers_rebast,betrivers_rebastUnder,betrivers_rebastOver,espnbet_rebast,espnbet_rebastUnder,espnbet_rebastOver,hardrock_stlblk,hardrock_stlblkUnder,hardrock_stlblkOver,mgm_stlblk,mgm_stlblkUnder,mgm_stlblkOver,draftkings_stlblk,draftkings_stlblkUnder,draftkings_stlblkOver,fanduel_stlblk,fanduel_stlblkUnder,fanduel_stlblkOver,betrivers_stlblk,betrivers_stlblkUnder,betrivers_stlblkOver,caesars_stlblk,caesars_stlblkUnder,caesars_stlblkOver,espnbet_stlblk,espnbet_stlblkUnder,espnbet_stlblkOver,asof_date,game_date,book
Alex Caruso,2914175,3952,Alex,Caruso,OKC,MIN,https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7,/betting/nba/player/alex-caruso-odds-3952,7.5,,,7.5,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Moussa Diabate,2914172,5708,Moussa,Diabate,CHA,NYK,https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7,/betting/nba/player/moussa-diabate-odds-5708,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Drew Eubanks,2914184,4416,Drew,Eubanks,SAC,PHX,https://content.rotowire.com/images/teamlogo/basketball/100SAC.png?v=7,/betting/nba/player/drew-eubanks-odds-4416,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,,12.5,,,12.5,,,12.5,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Isaiah Jackson,2914174,5403,Isaiah,Jackson,IND,@TOR,https://content.rotowire.com/images/teamlogo/basketball/100IND.png?v=7,/betting/nba/player/isaiah-jackson-odds-5403,7.5,,,7.5,,,7.5,,,,,,,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,13.5,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Ryan Kalkbrenner,2914172,6567,Ryan,Kalkbrenner,CHA,NYK,https://content.rotowire.com/images/teamlogo/basketball/100CHA.png?v=7,/betting/nba/player/ryan-kalkbrenner-odds-6567,7.5,,,7.5,,,7.5,,,,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,13.5,,,13.5,,,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Yves Missi,2914178,6268,Yves,Missi,NOP,MEM,https://content.rotowire.com/images/teamlogo/basketball/100NOP.png?v=7,/betting/nba/player/yves-missi-odds-6268,,,,7.5,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Will Richard,2914181,6625,Will,Richard,GSW,HOU,https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=7,/betting/nba/player/will-richard-odds-6625,7.5,,,6.5,,,,,,,,,,,,,,,,,,2.5,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Jamal Shead,2914174,6296,Jamal,Shead,TOR,IND,https://content.rotowire.com/images/teamlogo/basketball/100TOR.png?v=7,/betting/nba/player/jamal-shead-odds-6296,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,,,,13.5,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Isaiah Stewart,2914171,5137,Isaiah,Stewart,DET,@BOS,https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7,/betting/nba/player/isaiah-stewart-odds-5137,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,13.5,,,13.5,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Ben Sheppard,2914174,6033,Ben,Sheppard,IND,@TOR,https://content.rotowire.com/images/teamlogo/basketball/100IND.png?v=7,/betting/nba/player/ben-sheppard-odds-6033,6.5,,,6.5,,,5.5,,,,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Clint Capela,2914181,3587,Clint,Capela,HOU,@GSW,https://content.rotowire.com/images/teamlogo/basketball/100HOU.png?v=7,/betting/nba/player/clint-capela-odds-3587,5.5,,,5.5,,,,,,,,,,,,,,,,,,6.5,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,,,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Oso Ighodaro,2914184,6293,Oso,Ighodaro,PHX,@SAC,https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=7,/betting/nba/player/oso-ighodaro-odds-6293,,,,,,,5.5,,,,,,,,,,,,,,,4.5,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Kris Murray,2914182,5943,Kris,Murray,POR,SAS,https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7,/betting/nba/player/kris-murray-odds-5943,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,8.5,,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Jordan Walsh,2914171,5942,Jordan,Walsh,BOS,DET,https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=7,/betting/nba/player/jordan-walsh-odds-5942,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,,,10.5,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Mitchell Robinson,2914172,4426,Mitchell,Robinson,NYK,@CHA,https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7,/betting/nba/player/mitchell-robinson-odds-4426,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,6.5,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Robert Williams,2914182,4382,Robert,Williams,POR,SAS,https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7,/betting/nba/player/robert-williams-odds-4382,4.5,,,4.5,,,,,,,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Mike Conley,2914175,2813,Mike,Conley,MIN,@OKC,https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=7,/betting/nba/player/mike-conley-odds-2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Jaylin Williams,2914175,5690,Jaylin,Williams,OKC,MIN,https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7,/betting/nba/player/jaylin-williams-odds-5690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Shai Gilgeous-Alexander,2914175,4387,Shai,Gilgeous-Alexander,OKC,MIN,https://content.rotowire.com/images/teamlogo/basketball/100OKC.png?v=7,/betting/nba/player/shai-gilgeous-alexander-odds-4387,31.5,,,31.5,,,31.5,,,31.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,6.5,,,7.5,,,6.5,,,6.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,42.5,,,43.5,,,42.5,,,43.5,,,,,,,,,,,,35.5,,,36.5,,,35.5,,,36.5,,,,,,,,,,,,37.5,,,38.5,,,37.5,,,38.5,,,,,,,,,,,,11.5,,,11.5,,,11.5,,,,,,11.5,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Giannis Antetokounmpo,2914173,3456,Giannis,Antetokounmpo,MIL,@MIA,https://content.rotowire.com/images/teamlogo/basketball/100MIL.png?v=7,/betting/nba/player/giannis-antetokounmpo-odds-3456,28.5,,,28.5,,,28.5,,,28.5,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,10.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,44.5,,,45.5,,,44.5,,,45.5,,,,,,,,,,,,38.5,,,38.5,,,38.5,,,39.5,,,,,,,,,,,,34.5,,,34.5,,,34.5,,,34.5,,,,,,,,,,,,,,,16.5,,,16.5,,,,,,15.5,,,,,,,,,1.5,,,,,,1.5,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Devin Booker,2914184,3711,Devin,Booker,PHX,@SAC,https://content.rotowire.com/images/teamlogo/basketball/100PHX.png?v=7,/betting/nba/player/devin-booker-odds-3711,28.5,,,28.5,,,28.5,,,28.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,7.5,,,7.5,,,7.5,,,7.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,40.5,,,40.5,,,40.5,,,41.5,,,,,,,,,,,,32.5,,,32.5,,,32.5,,,32.5,,,,,,,,,,,,36.5,,,36.5,,,36.5,,,36.5,,,,,,,,,,,,11.5,,,11.5,,,12.5,,,,,,11.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Jalen Brunson,2914172,4405,Jalen,Brunson,NYK,@CHA,https://content.rotowire.com/images/teamlogo/basketball/100NYK.png?v=7,/betting/nba/player/jalen-brunson-odds-4405,28.5,,,28.5,,,28.5,,,28.5,,,,,,,,,,,,3.5,,,3.5,,,3.5,,,3.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,38.5,,,38.5,,,38.5,,,37.5,,,,,,,,,,,,31.5,,,31.5,,,31.5,,,31.5,,,,,,,,,,,,34.5,,,34.5,,,35.5,,,34.5,,,,,,,,,,,,9.5,,,9.5,,,9.5,,,,,,9.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Jaylen Brown,2914171,3894,Jaylen,Brown,BOS,DET,https://content.rotowire.com/images/teamlogo/basketball/100BOS.png?v=7,/betting/nba/player/jaylen-brown-odds-3894,26.5,,,27.5,,,26.5,,,27.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,37.5,,,37.5,,,37.5,,,38.5,,,,,,,,,,,,32.5,,,32.5,,,32.5,,,33.5,,,,,,,,,,,,31.5,,,31.5,,,31.5,,,32.5,,,,,,,,,,,,,,,10.5,,,10.5,,,,,,9.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Stephen Curry,2914181,3014,Stephen,Curry,GSW,HOU,https://content.rotowire.com/images/teamlogo/basketball/100GSW.png?v=7,/betting/nba/player/stephen-curry-odds-3014,26.5,,,27.5,,,,,,26.5,,,,,,,,,,,,3.5,,,3.5,,,,,,3.5,,,,,,,,,,,,3.5,,,3.5,,,,,,3.5,,,,,,,,,,,,4.5,,,4.5,,,5.5,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,34.5,,,35.5,,,,,,34.5,,,,,,,,,,,,30.5,,,31.5,,,,,,30.5,,,,,,,,,,,,30.5,,,31.5,,,,,,30.5,,,,,,,,,,,,,,,7.5,,,7.5,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Deni Avdija,2914182,5152,Deni,Avdija,POR,SAS,https://content.rotowire.com/images/teamlogo/basketball/100POR.png?v=7,/betting/nba/player/deni-avdija-odds-5152,26.5,,,26.5,,,26.5,,,25.5,,,,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,,,,,,,,,,6.5,,,6.5,,,6.5,,,7.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,41.5,,,40.5,,,41.5,,,39.5,,,,,,,,,,,,34.5,,,33.5,,,34.5,,,32.5,,,,,,,,,,,,33.5,,,33.5,,,33.5,,,32.5,,,,,,,,,,,,,,,13.5,,,14.5,,,,,,14.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Cade Cunningham,2914171,5336,Cade,Cunningham,DET,@BOS,https://content.rotowire.com/images/teamlogo/basketball/100DET.png?v=7,/betting/nba/player/cade-cunningham-odds-5336,25.5,,,25.5,,,25.5,,,26.5,,,,,,,,,,,,5.5,,,5.5,,,5.5,,,5.5,,,,,,,,,,,,8.5,,,8.5,,,8.5,,,9.5,,,,,,,,,,,,1.5,,,1.5,,,1.5,,,,,,1.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,40.5,,,40.5,,,40.5,,,41.5,,,,,,,,,,,,31.5,,,31.5,,,31.5,,,31.5,,,,,,,,,,,,35.5,,,34.5,,,35.5,,,35.5,,,,,,,,,,,,14.5,,,14.5,,,14.5,,,,,,14.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
Anthony Edwards,2914175,5110,Anthony,Edwards,MIN,@OKC,https://content.rotowire.com/images/teamlogo/basketball/100MIN.png?v=7,/betting/nba/player/anthony-edwards-odds-5110,25.5,,,25.5,,,25.5,,,25.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,4.5,,,,,,,,,,,,4.5,,,4.5,,,4.5,,,3.5,,,,,,,,,,,,2.5,,,2.5,,,2.5,,,,,,2.5,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,,34.5,,,34.5,,,34.5,,,34.5,,,,,,,,,,,,29.5,,,29.5,,,29.5,,,30.5,,,,,,,,,,,,29.5,,,29.5,,,29.5,,,29.5,,,,,,,,,,,,,,,9.5,,,8.5,,,,,,9.5,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,2025-11-26,2025-11-26,mgm
