game_time,team,side,lineup_status,starters,may_not_play,may_not_play_count,lineup_confirmed,starter_1,starter_2,starter_3,starter_4,starter_5
,MEM,HOME,EXPECTED,"['Ja Morant', 'K. Caldwell-Pope', 'Jaylen Wells', 'Jaren Jackson', 'Jock Landale']","['B. Clarke', 'Zach Edey', 'Ty Jerome', 'S. Pippen', 'J. Fears', 'J. Poole', 'Trey Murphy', 'Herbert Jones', 'Kevon Looney']",9,0,Ja Morant,K. Caldwell-Pope,Jaylen Wells,Jaren Jackson,Jock Landale
,NOP,AWAY,EXPECTED,"['J. Fears', 'Trey Murphy', 'Herbert Jones', 'Kevon Looney', 'J. Fears']","['J. Poole', 'Yves Missi', 'D. Murray', 'Z. Williamson', 'Cooper Flagg', 'Max Christie', 'Klay Thompson', 'P. Washington', 'D. Gafford']",9,0,J. Fears,Trey Murphy,Herbert Jones,Kevon Looney,J. Fears
,DAL,HOME,EXPECTED,"['Cooper Flagg', 'Max Christie', 'Klay Thompson', 'P. Washington', 'D. Gafford']","['A. Davis', 'Dante Exum', 'K. Irving', 'D. Lively', 'D. Mitchell', 'Norman Powell', 'Pelle Larsson', 'A. Wiggins', 'Bam Adebayo']",9,0,Cooper Flagg,Max Christie,Klay Thompson,P. Washington,D. Gafford
,MIA,AWAY,EXPECTED,"['D. Mitchell', 'Norman Powell', 'Pelle Larsson', 'A. Wiggins', 'Bam Adebayo']","['K. Jakucionis', 'T. Herro', 'T. Rozier', 'J. Murray', 'C. Braun', 'C. Johnson', 'Aaron Gordon', 'Nikola Jokic']",8,0,D. Mitchell,Norman Powell,Pelle Larsson,A. Wiggins,Bam Adebayo
,DEN,HOME,EXPECTED,"['C. Braun', 'C. Johnson', 'Aaron Gordon', 'Nikola Jokic', 'J. Murray']","['J. Murray', 'J. Strawther', 'S. Castle', 'Devin Vassell', 'H. Barnes', 'J. Champagnie', 'V. Wembanyama']",7,0,C. Braun,C. Johnson,Aaron Gordon,Nikola Jokic,J. Murray
,SAS,AWAY,EXPECTED,"['S. Castle', 'Devin Vassell', 'H. Barnes', 'J. Champagnie', 'V. Wembanyama']","['K. Olynyk', 'J. Sochan', 'L. Waters', 'D. Fox', 'D. Harper', 'L. Kornet', 'Luka Doncic', 'Marcus Smart', 'Jake LaRavia', 'Rui Hachimura', 'Deandre Ayton']",11,0,S. Castle,Devin Vassell,H. Barnes,J. Champagnie,V. Wembanyama
,LAL,HOME,EXPECTED,"['Luka Doncic', 'Marcus Smart', 'Jake LaRavia', 'Rui Hachimura', 'Deandre Ayton']","['L. James', 'M. Kleber', 'A. Reaves', 'A. Thiero', 'G. Vincent', 'S. Gilgeous-Alexander', 'Cason Wallace', 'Aaron Wiggins', 'J. Williams', 'I. Hartenstein']",10,0,Luka Doncic,Marcus Smart,Jake LaRavia,Rui Hachimura,Deandre Ayton
,OKC,AWAY,EXPECTED,"['S. Gilgeous-Alexander', 'Cason Wallace', 'Aaron Wiggins', 'J. Williams', 'I. Hartenstein']","['T. Sorber', 'A. Caruso', 'L. Dort', 'C. Holmgren', 'N. Topic', 'K. Williams', 'J. Williams', 'Jrue Holiday', 'S. Sharpe', 'T. Camara', 'Deni Avdija', 'D. Clingan']",12,0,S. Gilgeous-Alexander,Cason Wallace,Aaron Wiggins,J. Williams,I. Hartenstein
,POR,HOME,EXPECTED,"['Jrue Holiday', 'T. Camara', 'Deni Avdija', 'D. Clingan', 'Jrue Holiday']","['D. Lillard', 'S. Sharpe', 'S. Henderson', 'M. Thybulle', 'B. Wesley', 'B. Podziemski', 'J. Butler', 'J. Kuminga', 'D. Green', 'Quinten Post']",10,0,Jrue Holiday,T. Camara,Deni Avdija,D. Clingan,Jrue Holiday
,GSW,AWAY,EXPECTED,"['J. Kuminga', 'Quinten Post', 'B. Podziemski', 'J. Butler', 'J. Kuminga']","['J. Butler', 'D. Green', 'B. Podziemski', 'S. Curry', 'D. Melton', 'A. Toohey', 'D. Schroder', 'R. Westbrook', 'Keon Ellis', 'DeMar DeRozan', 'Drew Eubanks']",11,0,J. Kuminga,Quinten Post,B. Podziemski,J. Butler,J. Kuminga
,SAC,HOME,EXPECTED,"['D. Schroder', 'R. Westbrook', 'Keon Ellis', 'DeMar DeRozan', 'Drew Eubanks']","['Z. LaVine', 'K. Murray', 'D. Sabonis']",3,0,D. Schroder,R. Westbrook,Keon Ellis,DeMar DeRozan,Drew Eubanks
