Player,Pos,Team,CR,Base_Projection,Enhanced_Projection,Value_Ratio,Is_Starter,Is_Injured,Usage_Boost,DvP_Boost,Injury_Penalty,FPT_roll_mean,MIN_roll_mean,Usage_Raw,Allow_FPT
B. Boston Jr.,G,,10.0,6.59,5.45,0.545,0,0,-1.2,0.06,0.0,6.6,13.0,0.1,13.8245
K. Kamenjas,C,,6.9,6.49,5.45,0.789,0,0,-1.15,0.1,0.0,6.3,35.0,0.13,14.412
O. Diop,F,,4.1,6.52,5.16,1.259,0,0,-1.23,-0.12,0.0,6.5,13.0,0.06,11.445
E. Shahrvin,C,,4.0,5.43,4.53,1.132,0,0,-0.99,0.09,0.0,5.5,15.0,0.1,14.412
E. Yilmaz,F,,4.0,5.6,4.49,1.123,0,0,-1.0,-0.1,0.0,5.7,17.0,0.12,11.445
T. Ennis,G,,8.7,4.86,4.14,0.476,0,0,-0.77,0.04,0.0,4.8,20.0,0.24,13.8245
B. Taylor,G,,6.8,9.82,3.88,0.571,0,1,-1.12,0.09,4.91,9.8,57.0,0.49,13.8245
T. Tarpey,G,,4.0,4.67,3.85,0.962,0,0,-0.87,0.04,0.0,4.7,37.0,0.08,13.8245
M. Mahmutoglu,G,,4.0,4.36,3.61,0.902,0,0,-0.79,0.04,0.0,4.2,16.0,0.11,13.8245
K. Antetokounmpo,C,,4.2,4.31,3.6,0.856,0,0,-0.78,0.07,0.0,4.1,16.0,0.11,14.412
F. Ntilikina,G,,7.0,7.22,3.38,0.482,0,1,-0.3,0.07,3.61,7.5,105.0,0.9,13.8245
S. Dinwiddie,G,,10.2,3.32,2.82,0.276,1,0,-0.53,0.03,0.0,3.3,20.0,0.23,13.8245
X. Lopez-arostegui,G,,7.0,3.34,2.78,0.397,0,0,-0.59,0.03,0.0,3.4,28.0,0.13,13.8245
U. Plavsic,C,,5.9,3.31,2.74,0.465,0,0,-0.62,0.05,0.0,3.3,10.0,0.07,14.412
S. Sanli,C,,4.4,3.23,2.67,0.606,0,0,-0.61,0.05,0.0,3.0,10.0,0.06,14.412
S. Joksimovic,F,,4.0,3.23,2.6,0.651,0,0,-0.57,-0.06,0.0,3.1,20.0,0.14,11.445
G. Procida,F,,6.3,3.29,2.6,0.413,0,0,-0.63,-0.06,0.0,3.3,8.0,0.05,11.445
S. Keita,C,,4.0,2.29,1.93,0.482,0,0,-0.4,0.04,0.0,2.4,31.0,0.15,14.412
I. Nogues,G,,4.0,2.26,1.84,0.46,0,0,-0.44,0.02,0.0,2.4,17.0,0.04,13.8245
A. Lakic,G,,4.0,2.14,1.79,0.448,0,0,-0.36,0.02,0.0,2.0,46.0,0.17,13.8245
B. Dessert,C,,6.4,2.12,1.76,0.276,0,0,-0.39,0.03,0.0,2.0,6.0,0.08,14.412
C. Omoruyi,C,,8.1,2.1,1.71,0.211,0,0,-0.42,0.03,0.0,2.0,5.0,0.0,14.412
M. Muurinen,F,,5.3,1.12,0.88,0.167,0,0,-0.22,-0.02,0.0,1.2,8.0,0.04,11.445
G. Lavi,F,,5.6,1.11,0.87,0.155,0,0,-0.22,-0.02,0.0,1.0,8.0,0.02,11.445
R. Beaubois,G,,6.0,1.2,0.39,0.065,0,1,-0.22,0.01,0.6,1.1,15.0,0.08,13.8245
V. Toliopoulos,G,,6.0,1.1,0.34,0.057,0,1,-0.22,0.01,0.55,1.1,4.0,0.0,13.8245
W. Rayman,F,,4.3,0.0,0.0,0.0,0,0,-0.0,-0.0,0.0,0.1,46.0,0.11,11.445
N. Calathes,G,,5.7,-4.02,0.0,0.0,0,0,0.75,-0.04,-0.0,-4.0,7.0,0.07,13.8245
L. Kratzer,C,,4.0,-4.9,0.0,0.0,0,0,0.89,-0.08,-0.0,-5.4,45.0,0.1,14.412
I. Kouzeloglou,C,,4.0,-0.07,0.0,0.0,0,0,0.01,-0.0,-0.0,0.0,2.0,0.01,14.412
A. Abass,F,,5.4,-3.64,0.0,0.0,0,0,0.54,0.07,-0.0,-3.4,94.0,0.29,11.445
O. Radosic,G,,4.0,-0.02,0.0,0.0,0,0,0.0,-0.0,-0.0,0.0,1.0,0.0,13.8245
T. Armstrong,G,,7.7,-0.56,0.0,0.0,0,0,0.11,-0.01,-0.0,-0.7,21.0,0.04,13.8245
M. Bosnjakovic,G,,4.0,-0.02,0.0,0.0,0,0,0.0,-0.0,-0.0,0.0,3.0,0.0,13.8245
S. Tonut,G,,5.1,-0.02,0.0,0.0,0,0,0.0,-0.0,-0.0,0.0,2.0,0.0,13.8245
R. Villar,G,,4.0,-3.38,0.0,0.0,0,0,0.66,-0.03,-0.0,-2.8,25.0,0.03,13.8245
I. Almansa,F,,5.3,-2.98,0.0,0.0,0,0,0.57,0.05,-0.0,-1.9,9.0,0.04,11.445
N. Akele,F,,4.0,-0.56,0.0,0.0,0,0,0.11,0.01,-0.0,-0.9,2.0,0.0,11.445
N. Dangubic,F,,4.0,-0.01,0.0,0.0,0,0,0.0,0.0,-0.0,0.2,22.0,0.08,11.445
G. Grinvalds,F,,4.0,-0.04,0.0,0.0,0,0,0.01,0.0,-0.0,0.0,1.0,0.0,11.445
A. Pokusevski,F,,5.8,-5.02,0.0,0.0,1,0,0.79,0.09,-0.0,-5.4,35.0,0.24,11.445
V. Hrabar,F,,4.0,-0.04,0.0,0.0,0,0,0.01,0.0,-0.0,0.0,1.0,0.0,11.445
S. Hazer,G,,4.3,-3.68,0.0,0.0,0,0,0.57,-0.03,-0.0,-3.6,35.0,0.26,13.8245
O. Netzipoglou,G,,4.0,-3.28,0.0,0.0,0,0,0.65,-0.03,-0.0,-2.7,8.0,0.01,13.8245
M. Grigonis,G,,5.5,-5.02,0.0,0.0,0,0,0.92,-0.05,-0.0,-6.5,24.0,0.09,13.8245
J. Butler,G,,9.5,-4.35,0.0,0.0,0,0,0.85,-0.04,-0.0,-4.5,2.0,0.03,13.8245
G. Larentzakis,G,,4.0,-3.61,0.0,0.0,0,0,0.69,-0.03,-0.0,-3.6,9.0,0.05,13.8245
G. Palatin,G,,4.0,-0.02,0.0,0.0,0,0,0.0,-0.0,-0.0,0.0,1.0,0.0,13.8245
J. Hollatz,G,,4.0,-3.88,0.0,0.0,0,0,0.6,-0.04,-0.0,-3.8,55.0,0.26,13.8245
J. Rivero,C,,8.6,-0.52,0.0,0.0,0,0,0.1,-0.01,-0.0,-1.0,9.0,0.02,14.412
