Player,Pos,Team,CR,Base_Projection,Enhanced_Projection,Value_Ratio,Is_Starter,Is_Injured,Usage_Boost,DvP_Boost,Injury_Penalty,FPT_roll_mean,MIN_roll_mean,Usage_Raw,Allow_FPT
J. Ayayi,G,,6.4,10.93,9.47,1.48,0,0,-1.55,0.09,0.0,11.2,70.0,0.33,13.752500000000001
M. Rubstavicius,G,,5.1,10.97,9.33,1.83,0,0,-1.73,0.09,0.0,11.4,30.0,0.24,13.752500000000001
D. Mccormack,C,,6.6,10.25,9.12,1.382,0,0,-1.24,0.1,0.0,10.4,62.0,0.45,13.875499999999999
M. Howard,G,,7.1,9.54,8.96,1.261,0,0,-0.66,0.08,0.0,9.0,77.0,0.74,13.752500000000001
D. Kramer,G,,5.5,9.7,8.68,1.578,0,0,-1.1,0.08,0.0,9.4,98.0,0.49,13.752500000000001
O. Dobric,F,,5.7,10.1,8.68,1.522,0,0,-1.27,-0.15,0.0,10.1,44.0,0.42,11.730500000000001
O. Bitim,F,,4.9,9.82,8.42,1.718,0,0,-1.25,-0.14,0.0,9.6,75.0,0.41,11.730500000000001
P. Kalaitzakis,F,,4.0,10.16,8.28,2.07,0,0,-1.73,-0.15,0.0,10.1,25.0,0.17,11.730500000000001
A. Atamna,G,,4.0,7.08,6.29,1.573,0,0,-0.86,0.06,0.0,7.3,72.0,0.45,13.752500000000001
M. Ngouama,G,,4.0,6.55,6.26,1.564,0,0,-0.35,0.06,0.0,6.5,75.0,0.83,13.752500000000001
S. Mckissic,G,,5.9,17.16,6.05,1.026,0,1,-2.68,0.15,8.58,17.2,31.0,0.25,13.752500000000001
Y. Fall,C,,6.1,6.84,5.67,0.93,0,0,-1.24,0.07,0.0,7.0,9.0,0.11,13.875499999999999
T. Odiase,C,,6.4,6.76,5.64,0.882,0,0,-1.19,0.07,0.0,6.7,25.0,0.14,13.875499999999999
B. Boston Jr.,G,,9.5,6.59,5.44,0.573,0,0,-1.2,0.06,0.0,6.6,13.0,0.1,13.752500000000001
K. Kamenjas,C,,6.7,6.4,5.33,0.795,0,0,-1.13,0.06,0.0,6.3,35.0,0.13,13.875499999999999
O. Diop,F,,4.0,6.39,5.08,1.271,0,0,-1.21,-0.09,0.0,6.5,13.0,0.06,11.730500000000001
E. Yilmaz,F,,4.0,5.86,4.72,1.181,0,0,-1.05,-0.09,0.0,5.7,17.0,0.12,11.730500000000001
E. Shahrvin,C,,4.0,5.53,4.58,1.145,0,0,-1.01,0.06,0.0,5.5,15.0,0.1,13.875499999999999
T. Ennis,G,,8.1,4.7,4.0,0.493,0,0,-0.74,0.04,0.0,4.8,20.0,0.24,13.752500000000001
B. Taylor,G,,6.6,9.91,3.92,0.593,0,1,-1.13,0.09,4.96,9.8,57.0,0.49,13.752500000000001
T. Tarpey,G,,4.2,4.69,3.86,0.918,0,0,-0.87,0.04,0.0,4.7,37.0,0.08,13.752500000000001
M. Mahmutoglu,G,,4.0,4.27,3.54,0.884,0,0,-0.77,0.04,0.0,4.2,16.0,0.11,13.752500000000001
K. Antetokounmpo,C,,4.0,4.24,3.51,0.878,0,0,-0.77,0.04,0.0,4.1,16.0,0.11,13.875499999999999
F. Ntilikina,G,,6.9,7.11,3.32,0.481,0,1,-0.29,0.06,3.55,7.5,105.0,0.9,13.752500000000001
S. Dinwiddie,G,,10.1,3.37,2.86,0.283,1,0,-0.54,0.03,0.0,3.3,20.0,0.23,13.752500000000001
X. Lopez-arostegui,G,,6.8,3.41,2.84,0.417,0,0,-0.6,0.03,0.0,3.4,28.0,0.13,13.752500000000001
U. Plavsic,C,,5.4,3.31,2.72,0.504,0,0,-0.62,0.03,0.0,3.3,10.0,0.07,13.875499999999999
S. Sanli,C,,4.2,3.3,2.71,0.645,0,0,-0.63,0.03,0.0,3.0,10.0,0.06,13.875499999999999
S. Joksimovic,F,,4.0,3.33,2.7,0.675,0,0,-0.58,-0.05,0.0,3.1,20.0,0.14,11.730500000000001
G. Procida,F,,6.1,3.27,2.6,0.426,0,0,-0.63,-0.05,0.0,3.3,8.0,0.05,11.730500000000001
S. Keita,C,,4.0,2.31,1.93,0.483,0,0,-0.4,0.02,0.0,2.4,31.0,0.15,13.875499999999999
I. Nogues,G,,4.0,2.26,1.85,0.462,0,0,-0.44,0.02,0.0,2.4,17.0,0.04,13.752500000000001
A. Lakic,G,,4.0,2.17,1.82,0.455,0,0,-0.37,0.02,0.0,2.0,46.0,0.17,13.752500000000001
B. Dessert,C,,6.1,2.08,1.71,0.281,0,0,-0.39,0.02,0.0,2.0,6.0,0.08,13.875499999999999
C. Omoruyi,C,,7.4,2.04,1.65,0.223,0,0,-0.41,0.02,0.0,2.0,5.0,0.0,13.875499999999999
V. Toliopoulos,G,,5.8,1.2,0.97,0.167,0,0,-0.24,0.01,0.0,1.1,4.0,0.0,13.752500000000001
M. Muurinen,F,,4.8,1.18,0.93,0.195,0,0,-0.23,-0.02,0.0,1.2,8.0,0.04,11.730500000000001
G. Lavi,F,,5.4,1.11,0.87,0.162,0,0,-0.22,-0.02,0.0,1.0,8.0,0.02,11.730500000000001
R. Beaubois,G,,5.8,1.25,0.4,0.069,0,1,-0.23,0.01,0.62,1.1,15.0,0.08,13.752500000000001
N. Dangubic,F,,4.0,0.07,0.06,0.014,0,0,-0.01,-0.0,0.0,0.2,22.0,0.08,11.730500000000001
W. Rayman,F,,4.5,0.03,0.02,0.005,0,0,-0.01,-0.0,0.0,0.1,46.0,0.11,11.730500000000001
G. Grinvalds,F,,4.0,0.0,0.0,0.0,0,0,-0.0,-0.0,0.0,0.0,1.0,0.0,11.730500000000001
V. Hrabar,F,,4.0,0.0,0.0,0.0,0,0,-0.0,-0.0,0.0,0.0,1.0,0.0,11.730500000000001
G. Palatin,G,,4.0,-0.0,0.0,0.0,0,0,0.0,-0.0,-0.0,0.0,1.0,0.0,13.752500000000001
I. Almansa,F,,5.1,-2.23,0.0,0.0,0,0,0.43,0.03,-0.0,-1.9,9.0,0.04,11.730500000000001
S. Tonut,G,,4.7,-0.0,0.0,0.0,0,0,0.0,-0.0,-0.0,0.0,2.0,0.0,13.752500000000001
J. Butler,G,,9.1,-4.41,0.0,0.0,0,0,0.86,-0.04,-0.0,-4.5,2.0,0.03,13.752500000000001
L. Kratzer,C,,4.0,-5.3,0.0,0.0,0,0,0.97,-0.05,-0.0,-5.4,45.0,0.1,13.875499999999999
N. Calathes,G,,5.0,-3.87,0.0,0.0,0,0,0.73,-0.03,-0.0,-4.0,7.0,0.07,13.752500000000001
N. Akele,F,,4.0,-0.79,0.0,0.0,0,0,0.16,0.01,-0.0,-0.9,2.0,0.0,11.730500000000001
J. Rivero,C,,8.4,-0.89,0.0,0.0,0,0,0.17,-0.01,-0.0,-1.0,9.0,0.02,13.875499999999999
T. Armstrong,G,,7.3,-0.88,0.0,0.0,0,0,0.17,-0.01,-0.0,-0.7,21.0,0.04,13.752500000000001
M. Bosnjakovic,G,,4.0,-0.0,0.0,0.0,0,1,0.0,-0.0,-0.0,0.0,3.0,0.0,13.752500000000001
A. Pokusevski,F,,5.6,-5.33,0.0,0.0,1,0,0.84,0.08,-0.0,-5.4,35.0,0.24,11.730500000000001
I. Kouzeloglou,C,,4.0,-0.01,0.0,0.0,0,0,0.0,-0.0,-0.0,0.0,2.0,0.01,13.875499999999999
J. Hollatz,G,,4.2,-3.74,0.0,0.0,1,0,0.58,-0.03,-0.0,-3.8,55.0,0.26,13.752500000000001
S. Hazer,G,,4.0,-3.6,0.0,0.0,0,0,0.56,-0.03,-0.0,-3.6,35.0,0.26,13.752500000000001
A. Abass,F,,5.4,-3.52,0.0,0.0,0,0,0.52,0.05,-0.0,-3.4,94.0,0.29,11.730500000000001
M. Grigonis,G,,5.0,-5.31,0.0,0.0,0,0,0.98,-0.05,-0.0,-6.5,24.0,0.09,13.752500000000001
O. Radosic,G,,4.0,-0.0,0.0,0.0,0,0,0.0,-0.0,-0.0,0.0,1.0,0.0,13.752500000000001
O. Netzipoglou,G,,4.0,-2.99,0.0,0.0,0,0,0.59,-0.03,-0.0,-2.7,8.0,0.01,13.752500000000001
G. Larentzakis,G,,4.0,-3.6,0.0,0.0,0,0,0.69,-0.03,-0.0,-3.6,9.0,0.05,13.752500000000001
R. Villar,G,,4.0,-3.03,0.0,0.0,0,0,0.59,-0.03,-0.0,-2.8,25.0,0.03,13.752500000000001
