Player,Team,CR,Base_Projection,Enhanced_Projection,Value_Ratio,Is_Starter
S. Ojeleye,,9.6,55.64,54.15,5.64,0
G. Ricci,,5.3,55.13,53.35,10.066,0
A. Dokossi,,6.9,57.56,52.66,7.632,0
E. Ulanovas,,7.6,52.97,51.35,6.757,0
J. Parra,,6.5,50.24,48.09,7.399,0
J. Morgan,,7.1,50.65,47.94,6.753,0
D. Sleva,,7.8,48.0,47.21,6.053,0
J. Jessup,,6.1,47.92,45.79,7.506,0
I. Wainright,,7.1,46.06,43.85,6.176,0
Z. Leday,,14.8,45.79,42.62,2.88,0
M. Jantunen,,7.3,43.35,41.87,5.736,0
A. Traore,,8.8,44.04,41.38,4.702,0
A. M'baye,,7.0,38.62,39.56,5.651,0
D. Hommes,,6.4,42.62,38.92,6.082,1
D. Davidovac,,4.6,39.09,35.07,7.625,0
E. Jackson,,4.1,34.39,32.79,7.998,0
N. Giffey,,5.1,33.87,31.82,6.239,0
M. Diakite,,8.3,34.3,31.32,3.774,0
D. Musa,,12.5,34.16,31.26,2.501,0
D. Alston Jr.,,7.3,31.61,29.81,4.084,1
U. Garuba,,6.6,31.2,28.16,4.266,0
C. Frisch,,6.3,31.47,28.07,4.455,0
A. Peters,,8.5,25.57,24.16,2.843,0
A. Abalde,,5.2,25.64,23.33,4.486,0
M. Cale,,5.7,25.59,23.23,4.076,0
T. Ginat,,7.0,24.54,22.28,3.182,0
L. Cavaliere,,4.5,24.91,21.56,4.791,0
V. Marinkovic,,6.2,42.3,20.46,3.3,0
N. Rogkavopoulos,,6.5,22.83,20.13,3.096,1
M. Norris,,8.3,20.72,17.86,2.152,0
R. Kurucs,,5.8,19.75,17.41,3.002,0
J. Anderson,,6.1,19.8,17.35,2.844,0
C. Swider,,7.9,19.78,17.3,2.189,0
K. Papanikolaou,,5.9,19.6,17.21,2.916,0
M. Birsen,,4.0,19.7,16.81,4.203,0
T. Biberovic,,5.8,15.08,15.32,2.641,1
M. Ajinca,,4.0,14.32,14.57,3.642,0
I. Brazdeikis,,5.8,15.04,13.13,2.264,0
N. Sestina,,4.4,13.99,12.43,2.825,0
S. Harrison,,6.4,14.13,12.0,1.876,1
A. Samodurov,,4.0,14.19,11.51,2.876,0
O. Dobric,,6.0,10.08,8.69,1.448,0
O. Bitim,,5.1,9.74,8.38,1.643,0
P. Kalaitzakis,,4.0,10.19,8.34,2.085,0
O. Diop,,4.1,6.37,5.09,1.24,0
E. Yilmaz,,4.0,6.01,4.86,1.216,0
S. Joksimovic,,4.0,3.29,2.68,0.669,0
G. Procida,,6.3,3.26,2.59,0.412,0
M. Muurinen,,5.3,1.21,0.96,0.182,0
G. Lavi,,5.6,1.13,0.9,0.16,0
N. Dangubic,,4.0,0.09,0.07,0.018,0
W. Rayman,,4.3,0.03,0.02,0.005,0
G. Grinvalds,,4.0,-0.01,0.0,0.0,0
V. Hrabar,,4.0,-0.01,0.0,0.0,0
I. Almansa,,5.3,-2.16,0.0,0.0,0
A. Abass,,5.4,-3.47,0.0,0.0,0
N. Akele,,4.0,-0.71,0.0,0.0,0
A. Pokusevski,,5.8,-4.71,0.0,0.0,1
